Chr Gene nSNPs nSims Start Stop Test Pvalue Top.0.1.pvalue Best.SNP SNP.pvalue
10 SPRN 61 1000 135084159 135088111 33.6598709492689 0.765 0.468 rs7894051 0.0844900000000006
10 SRGN 106 1000 70517833 70534573 71.574225267124 0.696 0.413 rs12774307 0.0465399999999999
10 ST8SIA6 350 1000 17402681 17536260 179.959465562641 0.948 0.632 rs376528 0.04098
10 STAM 194 1000 17726129 17797913 124.20756877045 0.703 0.413 rs2243617 0.0414700000000001
10 STAMBPL1 132 1000 90630005 90673224 157.88140294018 0.253 0.103 rs4934425 0.00949399999999999
10 STK32C 175 1000 133870985 133971467 108.607050795951 0.782 0.46 rs2492643 0.0406600000000002
10 STOX1 101 1000 70257386 70325215 70.5308061266021 0.629 0.215 rs10823272 0.01983
10 SUFU 176 1000 104253753 104383199 91.6682335979181 0.722 0.57 rs7088470 0.0635899999999998
10 SUPV3L1 134 1000 70609998 70638855 164.834462822126 0.281 0.198 rs10823320 0.0274400000000002
10 SUV39H2 53 1000 14960904 14986310 37.0121632390324 0.671 0.272 rs10906777 0.0363100000000001
10 SVIL 517 1000 29786282 30064736 545.021412592693 0.46 0.179 rs12775980 0.001713
10 SYCE1 180 1000 135217394 135232866 78.138307011461 0.743 0.399 rs11101799 0.0580000000000002
10 SYNPO2L 19 1e+05 75074649 75085838 33.5923221645062 0.14643 0.0785 rs3812629 0.0244900000000001
10 TACC2 491 1000 123738678 124004047 508.314227676247 0.497 0.322 rs11200438 0.01164
10 TACR2 151 1000 70833963 70846680 136.380025100955 0.52 0.218 rs10823356 0.004123
10 TAF3 346 1e+05 7900678 8096720 375.945750179727 0.37802 0.10834 rs4749477 0.004764
10 TAF5 33 1000 105117713 105138812 17.4138869988294 0.69 0.279 rs4917389 0.03648
10 TBC1D12 101 1000 96152175 96286079 43.4717609405485 0.804 0.595 rs12782263 0.1117
10 TCERG1L 535 1e+05 132780644 132999974 860.453800409861 0.04706 0.00481 rs2397752 5.56100000000003e-05
10 TCF7L2 181 1e+05 114699998 114916060 269.1611931906 0.11979 0.0415 rs1225404 0.002417
10 TCTN3 127 1000 97413147 97443890 51.1212253829402 0.902 0.713 rs17553185 0.1057
10 TD1 141 1000 102839067 102880893 150.324469577959 0.371 0.198 rs7910491 0.0150500000000001
10 TDRD1 118 1000 115929018 115982053 90.2351079346678 0.517 0.509 rs639813 0.136299999999999
10 TECTB 146 1000 114033482 114053060 33.368147113533 0.993 0.848 rs17673844 0.0754099999999998
10 TET1 146 1e+05 69990122 70124245 165.695611341403 0.31092 0.09207 rs10762232 0.0144
10 TFAM 107 1e+05 59815181 59825903 144.908212339202 0.24127 0.07408 rs16912153 0.00111900000000002
10 THNSL1 88 1000 25345513 25355599 90.724984583421 0.328 0.284 rs10828747 0.1263
10 TIAL1 89 1000 121322967 121346531 59.6171014836012 0.712 0.602 rs10787984 0.0507299999999998
10 TIMM23 32 1000 51262093 51293342 19.1888630510834 0.732 0.337 rs16914424 0.04931
10 TLL2 263 1e+05 98114355 98263658 610.626462548866 0.01958 0.01183 rs11188740 6.96100000000002e-05
10 TLX1 117 1000 102880251 102887526 103.868558633821 0.529 0.232 rs7910491 0.0150500000000001
10 TM9SF3 162 1000 98267856 98336799 151.504162618253 0.448 0.311 rs6584091 0.0498199999999999
10 TMEM180 95 1000 104211159 104226792 48.4881179242065 0.719 0.622 rs3758547 0.0673500000000003
10 TMEM20 72 1000 95643719 95652480 11.1707322577468 0.904 0.648 rs11187737 0.134799999999999
10 TMEM26 154 1e+05 62836413 62883214 327.646648604629 0.06689 0.01988 rs10994757 0.001976
10 TNKS2 107 1000 93548048 93615012 34.5007557788837 0.894 0.772 rs7083959 0.175699999999999
10 TRDMT1 233 1000 17224987 17283687 107.935943732159 0.871 0.692 rs7906195 0.0399199999999998
10 TRIM8 66 1000 104394241 104408066 34.6870793600219 0.752 0.541 rs7088470 0.0635899999999998
10 TRUB1 116 1e+05 116687941 116727429 272.58470563959 0.06943 0.09362 rs12265048 0.02302
10 TSPAN14 148 1e+05 82204017 82272371 424.055074855038 0.02585 0.01574 rs7080169 0.00198000000000001
10 TSPAN15 196 1000 70881231 70937429 119.055506268798 0.799 0.42 rs12414602 0.02367
10 TTC18 135 1000 74683526 74788618 7.76228556084736 0.938 0.669 rs17738368 0.155500000000001
10 TUBAL3 125 1000 5425060 5436793 114.623408283894 0.489 0.381 rs10752010 0.0356400000000001
10 TUBB8 23 1000 82996 85178 20.3521951085228 0.422 0.343 rs2379076 0.107099999999999
10 TUBGCP2 79 1e+05 134943127 134972634 221.201443859747 0.02421 0.01639 rs3008339 0.004129
10 TYSND1 128 1e+05 71567738 71576502 146.605509402063 0.31681 0.0556 rs7093644 0.002059
10 UBE2D1 114 1e+05 59764744 59800515 193.460317414999 0.10435 0.02105 rs11006105 9.266e-05
10 UBTD1 123 1000 99248757 99320950 129.77402705289 0.323 0.142 rs7097951 0.0189200000000001
10 UCN3 149 1000 5396975 5406169 169.263708988454 0.315 0.258 rs11253119 0.0336599999999999
10 UNC5B 221 1000 72642354 72729716 167.187097063002 0.746 0.382 rs12772655 0.01339
10 UPF2 201 1000 12002026 12125029 172.532881998449 0.605 0.522 rs10508437 0.0214
10 UROS 79 1000 127467136 127501827 55.95309294391 0.497 0.359 rs2281953 0.0302000000000001
10 USMG5 35 1000 105138803 105146213 17.2763095628109 0.708 0.252 rs4917389 0.03648
10 USP54 40 1000 74927301 75005439 6.10313682957121 0.892 0.56 rs16930728 0.253200000000001
10 USP6NL 159 1e+05 11542514 11614280 356.538882079119 0.03782 0.04224 rs12779260 0.00542799999999999
10 UTF1 79 1e+05 134893767 134895052 135.646101820132 0.09153 0.02421 rs3008324 0.00482000000000002
10 VAX1 47 1000 118878021 118887802 57.165718553005 0.278 0.159 rs716183 0.0440699999999999
10 VCL 127 1e+05 75427877 75549920 249.897012960563 0.09008 0.04034 rs11000851 0.003623
10 VDAC2 73 1000 76640568 76661212 84.2004289596353 0.308 0.269 rs11001327 0.0399500000000002
10 VENTX 82 1e+05 134901397 134905423 179.795874507231 0.04156 0.01375 rs3008339 0.004129
10 VIM 131 1000 17311303 17319598 40.2789399656168 0.944 0.901 rs17465759 0.181
10 VPS26A 119 1000 70553913 70602622 109.166785705568 0.448 0.279 rs12774307 0.0465399999999999
10 VTI1A 414 1000 114196745 114568493 408.163905277982 0.504 0.221 rs667027 0.01157
10 VWA2 125 1000 115989007 116039741 109.198305088512 0.496 0.364 rs503523 0.0277900000000001
10 WAC 132 1e+06 28861705 28949475 632.889652968192 0.001812 0.000586 rs332140 9.18899999999986e-05
10 WAPAL 112 1000 88184992 88271521 121.69204319991 0.385 0.176 rs7913031 0.01486
10 WDFY4 584 1000 49563523 49861007 532.817848735993 0.602 0.157 rs2663017 0.00334199999999999
10 WDR37 218 1000 1092775 1168237 96.7475740081999 0.925 0.7 rs17221561 0.06297
10 WNT8B 66 1e+05 102212801 102233389 96.2967152309397 0.20882 0.11123 rs3763695 0.0956799999999995
10 XPNPEP1 133 1000 111614513 111673192 159.542246229989 0.309 0.206 rs12570145 0.0375499999999998
10 YME1L1 160 1000 27439388 27483327 198.80964157399 0.297 0.275 rs9651378 0.0678000000000004
10 ZCCHC24 199 1000 80812088 80875386 90.4660347407985 0.965 0.796 rs10824765 0.1143
10 ZDHHC16 71 1000 99195919 99207117 84.6077865010571 0.285 0.211 rs3814553 0.03964
10 ZDHHC6 99 1000 114180047 114196662 77.731721866425 0.567 0.181 rs11195951 0.03042
10 ZEB1 160 1e+05 31648106 31858130 459.13637099181 0.05349 0.04097 rs9416972 0.01233
10 ZFYVE27 103 1000 99486869 99510642 81.8122873602101 0.488 0.284 rs11189339 0.0490100000000001
10 ZMIZ1 294 1e+05 80591875 80746279 425.11302589991 0.13519 0.06702 rs780149 0.00431699999999999
10 ZMYND11 162 1e+05 170642 290577 356.691818717156 0.05525 0.04914 rs12570425 0.01212
10 ZMYND17 33 1000 74853342 74863325 1.43516711153216 0.967 0.763 rs4746135 0.4274
10 ZNF22 108 1000 44815927 44820780 87.2378836468632 0.489 0.26 rs11239306 0.02198
10 ZNF239 136 1000 43371798 43390072 80.3983958935012 0.786 0.771 rs17447650 0.134499999999999
10 ZNF248 118 1000 38157904 38186492 21.0717993707416 0.955 0.644 rs11598695 0.04718
10 ZNF25 75 1000 38278800 38305459 21.1929247007925 0.86 0.346 rs1208571 0.0276300000000001
10 ZNF32 105 1000 43459312 43464332 110.768486917158 0.391 0.35 rs10751328 0.0532900000000001
10 ZNF33A 90 1000 38339583 38389001 16.9107444342528 0.974 0.734 rs11598377 0.0574000000000003
10 ZNF33B 99 1e+05 42404560 42453998 134.969761624705 0.22017 0.06628 rs158376 0.01171
10 ZNF365 434 1000 63803921 64101777 544.115020562714 0.273 0.146 rs12774545 0.00155799999999999
10 ZNF37A 94 1000 38423280 38452284 15.0529106497366 0.988 0.723 rs11594757 0.02245
10 ZNF438 271 1000 31173570 31313361 245.162855025581 0.472 0.169 rs12242056 0.00113000000000002
10 ZNF485 102 1000 43421880 43433358 99.962283146957 0.439 0.345 rs10751328 0.0532900000000001
10 ZNF488 82 1000 47975094 47993874 90.4350139459193 0.304 0.309 rs4922503 0.0588
10 ZNF503 38 1000 76827920 76831431 19.7411304089685 0.797 0.624 rs1259590 0.149900000000002
10 ZNF511 54 1e+05 134972412 134976656 210.752503371766 0.01242 0.01324 rs3008339 0.004129
10 ZNF518A 119 1000 97879461 97913507 197.653905112908 0.167 0.227 rs2290714 0.0168699999999999
10 ZRANB1 174 1000 126620681 126665995 116.87552514966 0.697 0.298 rs12414632 0.0313099999999999
10 ZWINT 83 1e+05 57787204 57791040 254.297482464865 0.0295 0.02618 rs2393068 0.00681200000000001
11 AASDHPPT 97 1000 105453501 105474629 69.8426846887154 0.628 0.483 rs1939807 0.0469999999999997
11 ABCC8 276 1000 17371007 17455025 334.919922794355 0.258 0.212 rs2074311 0.01156
11 ABCG4 54 1000 118524959 118538584 9.51594820302188 0.958 0.811 rs3825059 0.249999999999999
11 ABTB2 318 1000 34129110 34335378 289.09635675783 0.628 0.324 rs11032654 0.00399499999999999
11 ACAD8 83 1000 133628643 133640956 30.2566336081313 0.963 0.77 rs1259022 0.0686899999999998
11 ACAT1 58 1000 107497467 107523485 31.558220135701 0.686 0.566 rs4754296 0.108300000000001
11 ACCS 163 1000 44044304 44062145 144.07991193848 0.578 0.37 rs3094394 0.0403300000000004
11 ACP2 70 1e+05 47217428 47226939 207.888525701757 0.02546 4e-05 rs10501320 2.98099999999994e-06
11 ACRV1 117 1000 125047438 125056152 55.776975428899 0.854 0.445 rs9943542 0.0797499999999997
11 ACTN3 58 1000 66070966 66087373 40.646191348098 0.479 0.312 rs10791881 0.0928300000000002
11 ACY3 66 1e+05 67166601 67174706 159.619549430846 0.02599 0.00884 rs4930462 0.002389
11 ADAMTS15 94 1000 129824078 129848926 115.738050492873 0.246 0.133 rs3816894 0.0216
11 ADAMTS8 77 1e+05 129780027 129803749 109.413665261905 0.17558 0.08539 rs11222081 0.00756300000000002
11 ADM 94 1000 10283217 10285499 106.612779252493 0.306 0.368 rs17296211 0.0769500000000003
11 ADRBK1 35 1000 66790480 66810605 14.6481427073273 0.771 0.332 rs7952436 0.0638299999999999
11 AGBL2 66 1e+06 47637718 47692878 780.265575896621 1.8e-05 2.1e-05 rs4752856 6.81700000000009e-06
11 AHNAK 141 1000 61957591 62070908 109.702503296172 0.672 0.578 rs1783180 0.0566199999999999
11 AIP 40 1e+05 67007096 67015150 105.14835875879 0.05446 0.0133 rs3815364 0.00124700000000003
11 ALDH3B1 64 1000 67534365 67553319 63.6638974516003 0.357 0.181 rs2075609 0.00593099999999996
11 ALDH3B2 63 1e+05 67186208 67205261 125.370933996114 0.05073 0.01715 rs4930462 0.002389
11 ALG8 156 1000 77489635 77528347 136.293233009225 0.477 0.165 rs476913 0.02737
11 ALG9 89 1e+05 111158128 111247515 193.870317029531 0.09448 0.05217 rs645411 0.0171900000000001
11 ALKBH3 182 1000 43858972 43898389 88.6947134031152 0.949 0.838 rs11037744 0.0737400000000001
11 ALKBH8 195 1000 106880543 106941637 164.481098811479 0.585 0.237 rs489243 0.000878100000000008
11 ALX4 160 1e+05 44242733 44288292 265.447291310068 0.08355 0.03047 rs10742700 0.000616800000000005
11 AMBRA1 53 1e+05 46374539 46569490 124.403250502341 0.10067 0.02132 rs11038913 0.001787
11 AMICA1 173 1e+05 117569651 117601019 280.384395126424 0.13891 0.07004 rs4537793 0.00287299999999999
11 AMOTL1 148 1e+05 94141155 94249566 332.233749865177 0.04123 0.03466 rs12417385 0.00496700000000001
11 AMPD3 195 1000 10428799 10485702 239.233545736494 0.236 0.128 rs1001118 0.00888500000000004
11 ANGPTL5 118 1000 101266614 101292463 130.97114199435 0.353 0.32 rs12222135 0.0448999999999999
11 ANKK1 145 1000 112763722 112776350 163.250951118812 0.324 0.196 rs2234689 0.01095
11 ANKRD13D 29 1000 66813394 66826530 14.5455312162618 0.676 0.28 rs7952436 0.0638299999999999
11 ANKRD42 116 1000 82582938 82637661 66.9076961898695 0.703 0.436 rs12365059 0.01563
11 ANKRD49 120 1e+05 93866800 93872392 159.601735524478 0.22225 0.06508 rs16912567 0.011
11 AP2A2 114 1e+06 915840 1002240 1051.40253866031 5.4e-05 0.000103 rs6597953 2.13599999999999e-05
11 APBB1 82 1e+05 6372930 6397220 113.164743037369 0.16662 0.05118 rs2723647 0.003542
11 API5 85 1000 43290108 43322655 53.6303855632063 0.775 0.768 rs17508418 0.126099999999999
11 APIP 278 1e+05 34860418 34894515 531.742991451719 0.10308 0.0798 rs12271867 0.004929
11 APLNR 122 1000 56757642 56761489 109.670630657683 0.483 0.21 rs10501365 0.02012
11 APLP2 110 1000 129445010 129519910 125.401977208185 0.254 0.145 rs7103088 0.02555
11 APOA1 104 1e+05 116211678 116213548 227.279573102843 0.0297 0.01875 rs1263172 0.0009098
11 APOA4 95 1e+05 116196627 116199221 230.312674928545 0.01688 0.01572 rs1263172 0.0009098
11 APOA5 108 1e+05 116165295 116167794 247.908295916445 0.03015 0.02426 rs1263172 0.0009098
11 APOC3 104 1e+05 116205833 116208997 242.866773919228 0.01977 0.01863 rs1263172 0.0009098
11 AQP11 57 1000 76978327 76998341 35.3062435218951 0.638 0.379 rs6592741 0.0710000000000002
11 ARCN1 69 1000 117948320 117978855 73.948242275294 0.317 0.176 rs4936431 0.02656
11 ARFGAP2 64 1e+05 47142427 47154995 109.622251361934 0.14069 0.01498 rs1685404 1.152e-05
11 ARFIP2 110 1e+05 6453501 6459171 346.174452487978 0.01884 0.0073 rs11603869 0.001618
11 ARHGAP1 41 1e+05 46655207 46678696 65.9970405712696 0.15868 0.04595 rs8914 0.000299199999999995
11 ARHGAP20 253 1000 109952975 110088661 208.487791284136 0.533 0.289 rs2167090 0.00722600000000001
11 ARHGEF12 143 1e+05 119713155 119865855 261.650316820736 0.09359 0.06265 rs12275681 0.01262
11 ARHGEF17 98 1e+05 72697316 72757784 126.215150411394 0.24806 0.10275 rs1938777 0.0303399999999999
11 ARL2 66 1000 64538161 64546232 67.9869826357567 0.381 0.107 rs17146539 0.0236
11 ARNTL 235 1000 13255900 13365388 199.395703752722 0.553 0.267 rs11607529 0.0272200000000001
11 ARRB1 139 1000 74654129 74740521 120.670088874299 0.575 0.337 rs2851459 0.0445900000000001
11 ART1 126 1000 3622936 3642222 109.285707888974 0.536 0.287 rs658731 0.0278999999999999
11 ART5 118 1000 3616311 3620122 100.661135652898 0.547 0.321 rs11028377 0.03543
11 ASAM 233 1000 122448242 122571217 255.056878235252 0.353 0.114 rs471296 0.002168
11 ASCL2 132 1000 2246303 2248758 89.1181631495134 0.687 0.571 rs10831677 0.0731399999999999
11 ASCL3 89 1e+05 8915694 8921156 228.782075567443 0.05792 0.06084 rs1883097 0.01079
11 ASRGL1 135 1000 61861349 61917463 107.202916058073 0.534 0.431 rs11231017 0.05792
11 ATG16L2 43 1000 72203098 72218328 20.1183380105364 0.812 0.704 rs2365906 0.1843
11 ATG2A 71 1e+05 64418594 64441239 152.065019940142 0.06493 0.02872 rs11827610 0.00524500000000002
11 ATHL1 113 1000 279137 285688 59.8193017240861 0.93 0.797 rs11246074 0.0402299999999999
11 ATL3 37 1000 63153012 63195659 22.1169115139318 0.628 0.474 rs17158489 0.143700000000002
11 ATM 120 1000 107598768 107745036 32.4666933307662 0.882 0.624 rs659584 0.1328
11 ATP5L 39 1e+05 117777313 117785772 87.9535417549723 0.08114 0.09552 rs11216857 0.0209500000000001
11 B3GAT1 145 1000 133753607 133787022 81.1601393448463 0.907 0.456 rs10894799 0.0485099999999997
11 B3GAT3 29 1000 62139343 62146024 10.4846339971982 0.761 0.398 rs1058678 0.0798799999999996
11 B3GNT1 46 1000 65869418 65871737 19.3722444999314 0.737 0.591 rs3741367 0.132600000000001
11 B3GNT6 71 1000 76423082 76430653 89.7909481172975 0.24 0.364 rs591043 0.09906
11 B4GALNT4 63 1000 359803 371792 54.0811271076342 0.555 0.285 rs11246074 0.0402299999999999
11 BACE1 100 1e+05 116661624 116692182 241.224953642506 0.04149 0.02694 rs490460 0.005032
11 BAD 52 1000 63793877 63808740 60.0218348230573 0.33 0.375 rs2429455 0.1042
11 BANF1 66 1000 65526125 65528193 55.2831309518824 0.488 0.368 rs668210 0.0835700000000001
11 BARX2 174 1000 128751090 128827384 230.909154404112 0.194 0.229 rs10894034 0.01259
11 BATF2 66 1e+05 64511992 64521093 94.5347712682536 0.20878 0.09517 rs17146508 0.0234599999999999
11 BBOX1 210 1000 27019084 27105930 200.065409864892 0.513 0.42 rs10835105 0.03207
11 BBS1 69 1000 66034694 66057660 46.8003746817276 0.509 0.352 rs10791881 0.0928300000000002
11 BCL9L 58 1e+05 118272060 118286823 137.943851335718 0.01574 0.0192 rs7929825 0.001687
11 BCO2 121 1000 111551417 111594859 212.255671512455 0.136 0.15 rs2676375 0.02999
11 BDNF 105 1000 27633017 27699872 164.765722905867 0.148 0.157 rs11030094 0.00916500000000001
11 BEST1 95 1e+05 61474407 61488981 123.762346272917 0.19839 0.04654 rs2158027 0.00221200000000001
11 BET1L 109 1000 192923 197422 44.8221595018508 0.923 0.923 rs3741411 0.132
11 BIRC2 72 1000 101723175 101754611 49.9056322918794 0.58 0.223 rs670314 0.0278999999999999
11 BIRC3 66 1000 101693403 101713675 40.0255785652643 0.672 0.413 rs34740624 0.06937
11 BLID 118 1e+05 121491271 121492133 195.835025467413 0.11479 0.043 rs478627 0.002612
11 BRMS1 51 1000 65861379 65869158 28.0313082844418 0.694 0.402 rs3814738 0.05183
11 BRSK2 151 1000 1367704 1439904 169.254367754722 0.345 0.173 rs11825971 0.0239300000000001
11 BSCL2 39 1000 62214322 62231446 9.81441035597103 0.851 0.267 rs544641 0.0450299999999999
11 BSX 105 1000 122353566 122357589 100.323871444759 0.384 0.162 rs11218901 0.0130899999999999
11 BTBD10 148 1000 13366131 13441414 32.1164496568236 0.968 0.881 rs6486122 0.2938
11 BTG4 136 1e+05 110843465 110888274 266.126722292124 0.04125 0.09607 rs4938583 0.01771
11 BUD13 136 1e+05 116124100 116148914 285.700238188764 0.05304 0.02888 rs1263172 0.0009098
11 C11orf1 50 1e+05 111255157 111260007 89.0632732380311 0.15566 0.05825 rs687152 0.0189099999999999
11 C11orf10 64 1000 61313177 61316661 48.2034163299289 0.585 0.387 rs569258 0.0573099999999998
11 C11orf16 96 1e+05 8898198 8911129 240.415903911502 0.0617 0.0563 rs1883097 0.01079
11 C11orf17 100 1e+05 8889276 8898202 244.321201007609 0.05885 0.05544 rs1883097 0.01079
11 C11orf2 60 1e+05 64620258 64635756 53.6924272798361 0.45083 0.07412 rs11227123 0.00597700000000002
11 C11orf24 59 1000 67785378 67796045 33.9210084363591 0.681 0.611 rs4930565 0.1176
11 C11orf30 157 1000 75833716 75940237 122.889417992936 0.454 0.315 rs10899221 0.008312
11 C11orf31 39 1000 57265297 57267459 38.9538954567985 0.343 0.149 rs648412 0.01361
11 C11orf35 54 1000 544856 550779 33.6534820088872 0.718 0.4 rs7117488 0.0760599999999995
11 C11orf38 131 1000 125151235 125153924 66.003871041749 0.815 0.595 rs3913027 0.0866600000000002
11 C11orf40 208 1000 4549228 4555626 49.5494617524201 0.997 0.92 rs7127537 0.1123
11 C11orf41 208 1000 33520452 33652222 212.054310367238 0.434 0.374 rs2746600 0.0204400000000001
11 C11orf42 107 1000 6183373 6188937 99.2824007936877 0.432 0.18 rs17237545 0.02137
11 C11orf45 123 1000 128274669 128280802 111.629996403826 0.528 0.386 rs2604229 0.021
11 C11orf46 111 1000 30301224 30315741 127.938854520037 0.369 0.254 rs1222208 0.00894799999999998
11 C11orf47 139 1e+05 6475106 6498666 362.927785699686 0.03169 0.00737 rs11603869 0.001618
11 C11orf48 33 1000 62186864 62195817 7.35449652277203 0.912 0.409 rs12222510 0.08854
11 C11orf49 132 1e+05 46914826 47142507 189.237270039249 0.20501 0.02403 rs10838651 5.57099999999992e-05
11 C11orf51 79 1000 71498280 71501470 72.4877727891419 0.409 0.103 rs4073394 0.01331
11 C11orf52 41 1e+05 111294810 111302805 56.0377583507556 0.24161 0.0635 rs634983 0.0198900000000001
11 C11orf53 140 1e+05 110631916 110662182 279.531937325546 0.04372 0.01204 rs17092444 0.00104300000000001
11 C11orf54 44 1000 93114440 93135895 58.1404617969854 0.212 0.229 rs687042 0.0665000000000001
11 C11orf57 44 1000 111450177 111461084 57.673739158294 0.246 0.135 rs360726 0.0563299999999999
11 C11orf58 85 1000 16716769 16734149 85.7943320219334 0.43 0.14 rs217767 0.0200799999999999
11 C11orf59 74 1e+05 71485985 71491970 58.5156895215505 0.47117 0.08318 rs4073394 0.01331
11 C11orf60 55 1000 117920468 117941960 44.8940733356373 0.428 0.266 rs4936431 0.02656
11 C11orf61 96 1e+05 124141603 124175509 102.160703929489 0.38607 0.03703 rs534366 0.001257
11 C11orf63 195 1000 122258682 122335640 229.690744123251 0.312 0.178 rs11218901 0.0130899999999999
11 C11orf65 91 1000 107758936 107843468 55.837420108288 0.573 0.267 rs10890845 0.0608299999999995
11 C11orf66 75 1000 61005167 61014975 73.7147646737373 0.392 0.34 rs3018731 0.0313199999999999
11 C11orf67 86 1000 77209855 77261046 117.238999711002 0.251 0.121 rs1790256 0.0300200000000003
11 C11orf68 58 1e+05 65440858 65443107 123.989487622989 0.0726 0.15727 rs601100 0.04164
11 C11orf70 81 1000 101423408 101459356 75.2235781070998 0.382 0.126 rs12804542 0.002682
11 C11orf71 126 1000 113767379 113776349 124.571336648528 0.411 0.267 rs4938101 0.04404
11 C11orf73 149 1000 85690935 85734633 217.472482825893 0.182 0.15 rs292109 0.0172699999999999
11 C11orf74 177 1000 36572668 36637393 144.380587184531 0.466 0.46 rs7479562 0.0924900000000003
11 C11orf75 158 1000 92851286 92916194 58.5425612584505 0.962 0.73 rs12289503 0.0478499999999997
11 C11orf79 54 1000 60954172 60970805 68.3959722311903 0.218 0.18 rs3018731 0.0313199999999999
11 C11orf80 40 1000 66268782 66367563 37.3954416933293 0.383 0.189 rs1201342 0.04498
11 C11orf82 135 1e+05 82290384 82323347 211.716748148863 0.16649 0.10239 rs10792664 0.01269
11 C11orf9 89 1000 61276696 61312565 78.8041705557639 0.514 0.36 rs198426 0.0242599999999999
11 C1QTNF4 31 1e+06 47567791 47572537 297.76890772928 3e-06 1.9e-05 rs12798346 5.20299999999993e-06
11 C1QTNF5 71 1000 118714861 118716791 38.6900313096653 0.811 0.824 rs948414 0.1691
11 C2CD2L 75 1000 118483302 118493037 19.5064747153359 0.942 0.849 rs3825059 0.249999999999999
11 C2CD3 153 1000 73423127 73559712 132.16474803096 0.509 0.36 rs12417424 0.0444099999999999
11 CABP2 36 1e+05 67042993 67047475 113.784988613638 0.02957 0.01845 rs2276020 0.00146899999999999
11 CABP4 41 1e+05 66979393 66983263 81.9482544133407 0.10613 0.02098 rs3815364 0.00124700000000003
11 CADM1 366 1000 114549554 114880451 398.757027888667 0.384 0.11 rs988873 0.000619999999999995
11 CALCA 68 1000 14944791 14950408 8.30945540372858 0.954 0.674 rs7929159 0.4143
11 CALCB 83 1000 15051721 15056753 57.3962503981362 0.517 0.451 rs11023435 0.1705
11 CAPN1 78 1e+05 64705918 64736052 119.674767241112 0.17052 0.02259 rs2271449 0.00391900000000001
11 CAPN5 124 1000 76455639 76514846 158.515395657879 0.241 0.186 rs2276280 0.01124
11 CAPRIN1 117 1000 34029805 34080733 173.939297298579 0.173 0.165 rs2957518 0.005355
11 CARS 161 1e+05 2978734 3035247 328.635429101459 0.05809 0.09778 rs12362578 0.00894200000000003
11 CASP1 126 1000 104401446 104411067 63.851148122519 0.849 0.396 rs17375681 0.0305499999999999
11 CASP4 111 1000 104318803 104344535 18.2306026282383 1 0.906 rs11226563 0.1894
11 CASP5 135 1000 104370171 104384956 49.9128990610601 0.958 0.539 rs17375681 0.0305499999999999
11 CAT 260 1e+05 34417053 34450183 722.683774050186 0.01249 0.00621 rs494024 0.000669399999999982
11 CATSPER1 68 1000 65540798 65550560 57.6974256029396 0.49 0.391 rs668210 0.0835700000000001
11 CBL 97 1000 118582199 118684069 40.1739791893274 0.893 0.873 rs948414 0.1691
11 CCDC15 154 1e+05 124329226 124416595 318.91709319436 0.05642 0.03281 rs12222810 0.000791200000000012
11 CCDC34 109 1000 27316636 27341371 59.8801818941887 0.766 0.306 rs1038101 0.01022
11 CCDC67 196 1000 92703530 92811284 40.9414824559794 0.997 0.95 rs11020294 0.130999999999999
11 CCDC73 207 1000 32580201 32772763 180.942784496952 0.435 0.207 rs174747 0.0232100000000001
11 CCDC81 195 1000 85763425 85811798 193.798282662663 0.45 0.239 rs292109 0.0172699999999999
11 CCDC82 78 1000 95725576 95762731 99.8095159112185 0.263 0.179 rs7936433 0.02323
11 CCDC83 148 1e+05 85243791 85308699 728.799227696639 0.00115 6e-05 rs618679 1.34899999999999e-06
11 CCDC84 69 1e+05 118374061 118391665 100.850846346526 0.20155 0.01583 rs741811 0.00121400000000001
11 CCDC85B 60 1e+05 65414450 65415682 139.270168768519 0.05308 0.13759 rs601100 0.04164
11 CCDC86 102 1000 60366004 60375137 164.334266009806 0.18 0.17 rs11230516 0.01949
11 CCDC87 43 1000 66114215 66117130 29.4753718788686 0.554 0.45 rs10791881 0.0928300000000002
11 CCDC88B 51 1000 63864270 63881582 50.8767046933733 0.38 0.159 rs750832 0.01838
11 CCDC89 75 1000 85072540 85074968 66.5332101839874 0.459 0.287 rs7116195 0.0399000000000003
11 CCDC90B 99 1000 82650149 82675025 72.9800361510104 0.513 0.458 rs10751090 0.1545
11 CCKBR 127 1000 6237541 6249932 144.754157485725 0.303 0.194 rs2929180 0.0256299999999999
11 CCND1 74 1000 69165053 69178423 71.0464045327961 0.408 0.317 rs3212907 0.0233800000000001
11 CCS 44 1000 66117265 66130066 29.1191141886279 0.59 0.457 rs10791881 0.0928300000000002
11 CD151 56 1e+05 822951 828835 172.613446266792 0.0183 0.00163 rs7479983 0.000321399999999997
11 CD248 60 1000 65838533 65841091 43.9501448389721 0.614 0.232 rs12363523 0.0501599999999999
11 CD3D 71 1000 117714998 117718669 110.394534741346 0.164 0.125 rs2231450 0.00707299999999995
11 CD3E 99 1000 117680504 117692100 113.029083524225 0.292 0.164 rs2231450 0.00707299999999995
11 CD3G 69 1000 117720268 117729707 111.700799830726 0.138 0.136 rs2231450 0.00707299999999995
11 CD44 282 1000 35116992 35210525 317.901323262737 0.37 0.243 rs11607862 0.01293
11 CD5 137 1000 60626505 60651899 129.904772073536 0.429 0.251 rs479966 0.00671300000000002
11 CD59 172 1000 33681131 33714601 163.788854334386 0.486 0.372 rs2746600 0.0204400000000001
